Sexo;Categoria;Deporte;F.Nacimiento;Nombre_Equipo;Temporada;Municipio;C.P.;Competicion;Instalacion;Distrito
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;02/04/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;10/12/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;26/10/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;09/08/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;18/01/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;10/06/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;27/10/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;08/09/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;13/12/2010;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;09/11/2010;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;11/04/2011;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;09/11/2009;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;ALEVIN                                            ;PIRAGÜISMO                                        ;13/05/2011;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;14/03/2008;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
FEMENINO;INFANTIL                                          ;PIRAGÜISMO                                        ;03/03/2008;CLUB MADRILEÑO CIENCIAS PIRAGUA                   ;2020;MADRID                                            ;28015;JUEGOS DEPORTIVOS MUNICIPALES                     ;SAN PASCUAL                                       ;USERA                    
